congress,icpsr_id,state_code,cd,state,party_code,name,first_dimension,second_dimension
1,4998,1,0,CONNECT,5000,JOHNSON,0.996,-0.084
1,2936,1,0,CONNECT,5000,ELLSWORTH,0.512,0.58
1,507,11,0,DELAWAR,4000,BASSETT,0.092,-0.185
1,7762,11,0,DELAWAR,5000,READ,0.227,-0.302
1,3128,44,0,GEORGIA,4000,FEW,-0.741,-0.602
1,3877,44,0,GEORGIA,4000,GUNN,-0.144,-0.916
1,1536,52,0,MARYLAN,5000,CARROLL,0.17,-0.614
1,4333,52,0,MARYLAN,5000,HENRY,0.117,-0.66
1,2307,3,0,MASSACH,5000,DALTON,0.789,0.615
1,9028,3,0,MASSACH,5000,STRONG,0.625,0.78
1,5449,4,0,NEW HAM,5000,LANGDON,0.081,-0.392
1,10272,4,0,NEW HAM,4000,WINGATE,-0.398,0.912
1,2943,12,0,NEW JER,5000,ELMER,0.358,-0.095
1,7231,12,0,NEW JER,5000,PATERSON,0.947,0.321
1,8282,13,0,NEW YOR,5000,SCHUYLER,0.93,-0.367
1,5270,13,0,NEW YOR,5000,KING,0.777,-0.261
1,4212,47,0,NORTH C,5000,HAWKINS,-0.137,-0.771
1,5012,47,0,NORTH C,5000,JOHNSTON,-0.044,-0.644
1,5891,14,0,PENNSYL,4000,MACLAY,-0.478,0.329
1,6712,14,0,PENNSYL,5000,MORRIS,0.616,-0.65
1,8845,5,0,RHODE I,4000,STANTON,-0.066,0.053
1,3315,5,0,RHODE I,5000,FOSTER,0.236,0.601
1,1346,48,0,SOUTH C,5000,BUTLER,-0.537,-0.843
1,4837,48,0,SOUTH C,5000,IZARD,0.335,-0.599
1,5565,40,0,VIRGINI,4000,LEE,-0.369,-0.534
1,9747,40,0,VIRGINI,5000,WALKER,0.119,-0.993
2,2936,1,0,CONNECT,5000,ELLSWORTH,0.512,0.58
2,8457,1,0,CONNECT,5000,SHERMAN,-0.509,0.051
2,507,11,0,DELAWAR,5000,BASSETT,0.092,-0.185
2,7762,11,0,DELAWAR,5000,READ,0.227,-0.302
2,3877,44,0,GEORGIA,4000,GUNN,0.037,-0.909
2,3128,44,0,GEORGIA,4000,FEW,-0.741,-0.602
2,4333,52,0,MARYLAN,5000,HENRY,0.117,-0.66
2,1536,52,0,MARYLAN,5000,CARROLL,0.17,-0.614
2,9028,3,0,MASSACH,5000,STRONG,0.625,0.78
2,1384,3,0,MASSACH,5000,CABOT,0.642,0.36
2,5449,4,0,NEW HAM,5000,LANGDON,-0.229,-0.288
2,10272,4,0,NEW HAM,4000,WINGATE,-0.398,0.912
2,2576,12,0,NEW JER,5000,DICKINSON,0.615,-0.7
2,8150,12,0,NEW JER,5000,RUTHERFURD,0.895,-0.284
2,5270,13,0,NEW YOR,5000,KING,0.724,-0.269
2,1302,13,0,NEW YOR,4000,BURR,-0.838,-0.545
2,5012,47,0,NORTH C,5000,JOHNSTON,-0.044,-0.644
2,4212,47,0,NORTH C,4000,HAWKINS,-0.137,-0.771
2,6712,14,0,PENNSYL,5000,MORRIS,0.616,-0.65
2,8845,5,0,RHODE I,4000,STANTON,-0.066,0.053
2,3315,5,0,RHODE I,5000,FOSTER,0.216,0.617
2,1346,48,0,SOUTH C,4000,BUTLER,-0.537,-0.843
2,4837,48,0,SOUTH C,5000,IZARD,0.335,-0.599
2,7989,6,0,VERMONT,4000,ROBINSON,-0.794,0.231
2,956,6,0,VERMONT,4000,BRADLEY,-0.128,-0.07
2,6594,40,0,VIRGINI,4000,MONROE,-0.601,-0.786
2,5565,40,0,VIRGINI,4000,LEE,-0.369,-0.534
3,2936,1,0,CONNECT,5000,ELLSWORTH,0.512,0.58
3,6574,1,0,CONNECT,5000,MITCHELL,0.731,-0.15
3,9676,11,0,DELAWAR,5000,VINING,0.392,-0.07
3,4854,44,0,GEORGIA,4000,JACKSON,-0.343,-0.44
3,3877,44,0,GEORGIA,4000,GUNN,0.219,-0.902
3,2866,51,0,KENTUCK,4000,EDWARDS,-0.673,-0.739
3,1118,51,0,KENTUCK,4000,BROWN,-0.582,-0.286
3,7564,52,0,MARYLAN,5000,POTTS,0.429,-0.903
3,4333,52,0,MARYLAN,5000,HENRY,0.117,-0.66
3,9028,3,0,MASSACH,5000,STRONG,0.625,0.78
3,1384,3,0,MASSACH,5000,CABOT,0.642,0.36
3,5449,4,0,NEW HAM,4000,LANGDON,-0.54,-0.184
3,5713,4,0,NEW HAM,5000,LIVERMORE,0.116,0.993
3,3361,12,0,NEW JER,5000,FRELINGHUYS,0.953,-0.302
3,8150,12,0,NEW JER,5000,RUTHERFURD,0.895,-0.284
3,5270,13,0,NEW YOR,5000,KING,0.671,-0.276
3,1302,13,0,NEW YOR,4000,BURR,-0.838,-0.545
3,4212,47,0,NORTH C,4000,HAWKINS,-0.137,-0.771
3,6012,47,0,NORTH C,4000,MARTIN,-0.321,-0.947
3,6712,14,0,PENNSYL,5000,MORRIS,0.616,-0.65
3,8070,14,0,PENNSYL,5000,ROSS,1.44,-0.55
3,951,5,0,RHODE I,5000,BRADFORD,0.515,0.479
3,3315,5,0,RHODE I,5000,FOSTER,0.195,0.632
3,1346,48,0,SOUTH C,4000,BUTLER,-0.537,-0.843
3,4837,48,0,SOUTH C,5000,IZARD,0.335,-0.599
3,7989,6,0,VERMONT,4000,ROBINSON,-0.794,0.231
3,956,6,0,VERMONT,4000,BRADLEY,-0.091,-0.119
3,9215,40,0,VIRGINI,4000,TAYLOR,-0.923,-0.385
3,6594,40,0,VIRGINI,4000,MONROE,-0.601,-0.786
4,9489,1,0,CONNECT,1,TRUMBULL,0.607,0.5
4,9676,11,0,DELAWAR,1,VINING,0.392,-0.07
4,5494,11,0,DELAWAR,1,LATIMER,0.697,-0.061
4,3877,44,0,GEORGIA,1,GUNN,0.401,-0.895
4,9189,44,0,GEORGIA,200,TATTNALL,-0.155,-0.957
4,6000,51,0,KENTUCK,1,MARSHALL,-0.213,0.977
4,1118,51,0,KENTUCK,200,BROWN,-0.516,-0.344
4,4333,52,0,MARYLAN,1,HENRY,0.117,-0.66
4,7564,52,0,MARYLAN,1,POTTS,0.429,-0.903
4,9028,3,0,MASSACH,1,STRONG,0.625,0.78
4,1384,3,0,MASSACH,1,CABOT,0.642,0.36
4,5449,4,0,NEW HAM,200,LANGDON,-0.851,-0.08
4,5713,4,0,NEW HAM,1,LIVERMORE,0.116,0.993
4,8150,12,0,NEW JER,1,RUTHERFURD,0.895,-0.284
4,3361,12,0,NEW JER,1,FRELINGHUYS,0.953,-0.302
4,1302,13,0,NEW YOR,200,BURR,-0.838,-0.545
4,5270,13,0,NEW YOR,1,KING,0.618,-0.283
4,6012,47,0,NORTH C,200,MARTIN,-0.321,-0.947
4,800,47,0,NORTH C,200,BLOODWORTH,-0.457,-0.306
4,8070,14,0,PENNSYL,1,ROSS,1.199,-0.418
4,719,14,0,PENNSYL,1,BINGHAM,0.76,-0.65
4,951,5,0,RHODE I,1,BRADFORD,0.515,0.479
4,3315,5,0,RHODE I,1,FOSTER,0.175,0.647
4,7763,48,0,SOUTH C,1,READ,0.768,-0.371
4,1346,48,0,SOUTH C,200,BUTLER,-0.537,-0.843
4,7164,6,0,VERMONT,1,PAINE,0.319,0.705
4,7989,6,0,VERMONT,200,ROBINSON,-0.794,0.231
4,9238,40,0,VIRGINI,200,TAZEWELL,-0.957,-0.289
4,6063,40,0,VIRGINI,200,MASON,-1.554,-0.168
5,4433,1,0,CONNECT,1,HILLHOUSE,0.386,0.515
5,9452,1,0,CONNECT,1,TRACY,0.554,0.581
5,5494,11,0,DELAWAR,1,LATIMER,0.697,-0.061
5,1823,11,0,DELAWAR,1,CLAYTON,0.665,0.107
5,3877,44,0,GEORGIA,1,GUNN,0.582,-0.888
5,9189,44,0,GEORGIA,200,TATTNALL,-0.155,-0.957
5,1118,51,0,KENTUCK,200,BROWN,-0.45,-0.402
5,6000,51,0,KENTUCK,1,MARSHALL,-0.213,0.977
5,4628,52,0,MARYLAN,1,HOWARD,0.557,-0.12
5,5725,52,0,MARYLAN,1,LLOYD,0.467,0.688
5,8344,3,0,MASSACH,1,SEDGWICK,0.703,0.386
5,3674,3,0,MASSACH,1,GOODHUE,0.595,0.38
5,5713,4,0,NEW HAM,1,LIVERMORE,0.116,0.993
5,5449,4,0,NEW HAM,200,LANGDON,-1.162,0.024
5,8964,12,0,NEW JER,1,STOCKTON,0.741,0.403
5,8150,12,0,NEW JER,1,RUTHERFURD,0.895,-0.284
5,2351,12,0,NEW JER,1,DAVENPORT,0.585,0.548
5,5498,13,0,NEW YOR,1,LAURANCE,0.827,-0.544
5,4469,13,0,NEW YOR,1,HOBART,0.677,-0.166
5,6963,13,0,NEW YOR,1,NORTH,0.29,-0.092
5,9874,13,0,NEW YOR,1,WATSON,0.738,0.018
5,800,47,0,NORTH C,200,BLOODWORTH,-0.457,-0.306
5,6012,47,0,NORTH C,200,MARTIN,-0.321,-0.947
5,8070,14,0,PENNSYL,1,ROSS,0.958,-0.286
5,719,14,0,PENNSYL,1,BINGHAM,0.76,-0.65
5,3315,5,0,RHODE I,1,FOSTER,0.155,0.663
5,951,5,0,RHODE I,1,BRADFORD,0.515,0.479
5,3791,5,0,RHODE I,1,GREENE,0.291,0.571
5,7763,48,0,SOUTH C,1,READ,0.768,-0.371
5,4753,48,0,SOUTH C,200,HUNTER,0.038,-0.983
5,1888,54,0,TENNESS,200,COCKE,-0.622,0.162
5,4843,54,0,TENNESS,200,JACKSON,-0.434,0.901
5,174,54,0,TENNESS,200,ANDERSON,-0.376,0.501
5,7164,6,0,VERMONT,1,PAINE,0.319,0.705
5,1706,6,0,VERMONT,1,CHIPMAN,0.47,0.47
5,9238,40,0,VIRGINI,200,TAZEWELL,-0.957,-0.289
5,6063,40,0,VIRGINI,200,MASON,-1.257,-0.222
6,9452,1,0,CONNECT,1,TRACY,0.612,0.469
6,4433,1,0,CONNECT,1,HILLHOUSE,0.472,0.278
6,9947,11,0,DELAWAR,1,WELLS,0.736,0.375
6,5494,11,0,DELAWAR,1,LATIMER,0.697,-0.061
6,3877,44,0,GEORGIA,1,GUNN,0.764,-0.881
6,379,44,0,GEORGIA,200,BALDWIN,-0.361,-0.592
6,6000,51,0,KENTUCK,1,MARSHALL,-0.213,0.977
6,1118,51,0,KENTUCK,200,BROWN,-0.384,-0.461
6,4628,52,0,MARYLAN,1,HOWARD,0.557,-0.12
6,5725,52,0,MARYLAN,1,LLOYD,0.467,0.688
6,4441,52,0,MARYLAN,1,HINDMAN,0.673,-0.034
6,2550,3,0,MASSACH,1,DEXTER,0.259,0.834
6,3674,3,0,MASSACH,1,GOODHUE,0.595,0.38
6,3303,3,0,MASSACH,1,FOSTER  D.,0.528,-0.847
6,6058,3,0,MASSACH,1,MASON,0.484,-0.028
6,5713,4,0,NEW HAM,1,LIVERMORE,0.116,0.993
6,5449,4,0,NEW HAM,200,LANGDON,-1.472,0.128
6,2440,12,0,NEW JER,1,DAYTON,0.428,0.409
6,8278,12,0,NEW JER,1,SCHUREMAN,0.529,0.196
6,5498,13,0,NEW YOR,1,LAURANCE,0.827,-0.544
6,6703,13,0,NEW YOR,1,MORRIS,0.628,-0.434
6,233,13,0,NEW YOR,200,ARMSTRONG,-0.175,-0.509
6,800,47,0,NORTH C,200,BLOODWORTH,-0.457,-0.306
6,3342,47,0,NORTH C,200,FRANKLIN,-0.116,-0.287
6,8070,14,0,PENNSYL,1,ROSS,0.718,-0.154
6,719,14,0,PENNSYL,1,BINGHAM,0.76,-0.65
6,3315,5,0,RHODE I,1,FOSTER  T.,0.135,0.678
6,3791,5,0,RHODE I,1,GREENE,0.291,0.571
6,7455,48,0,SOUTH C,200,PINCKNEY,-0.53,-0.747
6,7763,48,0,SOUTH C,1,READ,0.768,-0.371
6,1888,54,0,TENNESS,200,COCKE,-0.622,0.162
6,174,54,0,TENNESS,200,ANDERSON,-0.371,0.402
6,7164,6,0,VERMONT,1,PAINE,0.319,0.705
6,1706,6,0,VERMONT,1,CHIPMAN,0.47,0.47
6,6913,40,0,VIRGINI,200,NICHOLAS,-0.254,-0.493
6,6063,40,0,VIRGINI,200,MASON,-0.961,-0.277
7,9452,1,0,CONNECT,1,TRACY  U.,0.671,0.357
7,4433,1,0,CONNECT,1,HILLHOUSE J,0.559,0.04
7,10043,11,0,DELAWAR,1,WHITE  S.,0.587,0.184
7,9947,11,0,DELAWAR,1,WELLS  W.H.,0.744,0.349
7,379,44,0,GEORGIA,200,BALDWIN  A.,-0.361,-0.592
7,4854,44,0,GEORGIA,200,JACKSON  J.,-0.343,-0.44
7,1118,51,0,KENTUCK,200,BROWN  J.,-0.318,-0.519
7,994,51,0,KENTUCK,200,BRECKENRIDG,-0.553,-0.175
7,4628,52,0,MARYLAN,1,HOWARD J.E.,0.557,-0.12
7,10396,52,0,MARYLAN,200,WRIGHT  R.,0.063,0.998
7,3303,3,0,MASSACH,1,FOSTER  D.,0.528,-0.847
7,6058,3,0,MASSACH,1,MASON  J.,0.484,-0.028
7,7048,4,0,NEW HAM,1,OLCOTT  S.,0.722,-0.692
7,2440,12,0,NEW JER,1,DAYTON  J.,0.428,0.409
7,7029,12,0,NEW JER,1,OGDEN  A.,0.58,-0.083
7,6703,13,0,NEW YOR,1,MORRIS  G.,0.628,-0.434
7,1847,13,0,NEW YOR,200,CLINTON D.W,-0.356,-0.561
7,8977,47,0,NORTH C,200,STONE  D.,-0.305,-0.952
7,3342,47,0,NORTH C,200,FRANKLIN J.,-0.189,-0.306
7,8070,14,0,PENNSYL,1,ROSS  J.,0.477,-0.021
7,5744,14,0,PENNSYL,200,LOGAN  G.,-0.139,-0.461
7,3315,5,0,RHODE I,200,FOSTER  T.,0.115,0.694
7,2903,5,0,RHODE I,200,ELLERY  C.,-0.59,-0.807
7,9088,48,0,SOUTH C,200,SUMTER  T.,-0.538,-0.844
7,1888,54,0,TENNESS,200,COCKE  W.,-0.622,0.162
7,174,54,0,TENNESS,200,ANDERSON J.,-0.367,0.303
7,956,6,0,VERMONT,200,BRADLEY S.R,-0.054,-0.167
7,6913,40,0,VIRGINI,200,NICHOLAS  W,-0.254,-0.493
7,6063,40,0,VIRGINI,200,MASON  S.T.,-0.664,-0.332
8,9452,1,0,CONNECT,1,TRACY  U.,0.73,0.245
8,4433,1,0,CONNECT,1,HILLHOUSE,0.645,-0.197
8,10043,11,0,DELAWAR,1,WHITE  S.,0.587,0.184
8,9947,11,0,DELAWAR,1,WELLS  W.H.,0.751,0.323
8,524,11,0,DELAWAR,1,BAYARD  J.,0.54,-0.258
8,379,44,0,GEORGIA,200,BALDWIN  A.,-0.361,-0.592
8,4854,44,0,GEORGIA,200,JACKSON  J.,-0.343,-0.44
8,994,51,0,KENTUCK,200,BRECKINRIDG,-0.553,-0.175
8,1118,51,0,KENTUCK,200,BROWN  J.,-0.252,-0.577
8,8678,52,0,MARYLAN,200,SMITH  S.,-0.022,0.405
8,10396,52,0,MARYLAN,200,WRIGHT  R.,0.063,0.998
8,7428,3,0,MASSACH,1,PICKERING,0.636,-0.668
8,34,3,0,MASSACH,1,ADAMS  J.Q.,0.635,0.585
8,7493,4,0,NEW HAM,1,PLUMER  W.,0.995,-0.098
8,7048,4,0,NEW HAM,1,OLCOTT  S.,0.722,-0.692
8,2440,12,0,NEW JER,1,DAYTON  J.,0.428,0.409
8,1974,12,0,NEW JER,200,CONDIT  J.,-0.507,0.3
8,351,13,0,NEW YOR,200,BAILEY  T.,-0.074,0.634
8,8647,13,0,NEW YOR,200,SMITH  J.,-0.103,-0.178
8,6577,13,0,NEW YOR,200,MITCHILL,0.175,0.985
8,233,13,0,NEW YOR,200,ARMSTRONG,-0.175,-0.509
8,3342,47,0,NORTH C,200,FRANKLIN,-0.261,-0.325
8,8977,47,0,NORTH C,200,STONE  D.,-0.305,-0.952
8,8645,24,0,OHIO,200,SMITH  J.,-0.245,0.34
8,10379,24,0,OHIO,200,WORTHINGTON,-0.273,-0.733
8,5744,14,0,PENNSYL,200,LOGAN  G.,-0.139,-0.461
8,5890,14,0,PENNSYL,200,MACLAY  S.,-0.333,-0.733
8,2903,5,0,RHODE I,200,ELLERY  C.,-0.59,-0.807
8,7559,5,0,RHODE I,200,POTTER  S.,-0.39,-0.921
8,4656,5,0,RHODE I,200,HOWLAND  B.,-0.264,-0.202
8,9088,48,0,SOUTH C,200,SUMTER  T.,-0.448,-0.869
8,174,54,0,TENNESS,200,ANDERSON,-0.362,0.204
8,1888,54,0,TENNESS,200,COCKE  W.,-0.622,0.162
8,8639,6,0,VERMONT,200,SMITH  I.,-0.045,-0.328
8,956,6,0,VERMONT,200,BRADLEY  S.,-0.017,-0.216
8,6913,40,0,VIRGINI,200,NICHOLAS,-0.254,-0.493
8,6063,40,0,VIRGINI,200,MASON  S.T.,-0.368,-0.386
8,6625,40,0,VIRGINI,200,MOORE  A.,-0.427,-0.328
9,4433,1,0,CONNECT,1,HILLHOUSE J,0.731,-0.434
9,9452,1,0,CONNECT,1,TRACY  U.,0.788,0.133
9,10043,11,0,DELAWAR,1,WHITE  S.,0.587,0.184
9,524,11,0,DELAWAR,1,BAYARD J.A.,0.523,-0.287
9,379,44,0,GEORGIA,200,BALDWIN  A.,-0.361,-0.592
9,9366,51,0,KENTUCK,200,THRUSTON B.,-0.045,0.38
9,20,51,0,KENTUCK,200,ADAIR  J.,0.13,-0.992
9,8678,52,0,MARYLAN,200,SMITH  S.,-0.032,0.396
9,10396,52,0,MARYLAN,200,WRIGHT  R.,0.063,0.998
9,7428,3,0,MASSACH,1,PICKERING T,0.636,-0.668
9,34,3,0,MASSACH,1,ADAMS  J.Q.,0.635,0.585
9,3610,4,0,NEW HAM,200,GILMAN  N.,0.243,0.318
9,7493,4,0,NEW HAM,1,PLUMER  W.,0.995,-0.098
9,1974,12,0,NEW JER,200,CONDIT  J.,-0.522,0.255
9,5303,12,0,NEW JER,200,KITCHELL A.,-0.619,0.181
9,8647,13,0,NEW YOR,200,SMITH  J.,-0.17,-0.086
9,6577,13,0,NEW YOR,200,MITCHILL S.,0.175,0.985
9,9517,47,0,NORTH C,200,TURNER  J.,-0.565,-0.828
9,8977,47,0,NORTH C,200,STONE  D.,-0.305,-0.952
9,10379,24,0,OHIO,200,WORTHINGTON,-0.319,-0.609
9,8645,24,0,OHIO,200,SMITH  J.,-0.245,0.34
9,5890,14,0,PENNSYL,200,MACLAY  S.,-0.333,-0.733
9,5744,14,0,PENNSYL,200,LOGAN  G.,-0.139,-0.461
9,3104,5,0,RHODE I,200,FENNER  J.,-0.351,-0.33
9,4656,5,0,RHODE I,200,HOWLAND  B.,-0.264,-0.202
9,9088,48,0,SOUTH C,200,SUMTER  T.,-0.357,-0.893
9,3423,48,0,SOUTH C,200,GAILLARD J.,-0.417,-0.41
9,174,54,0,TENNESS,200,ANDERSON J.,-0.358,0.105
9,8608,54,0,TENNESS,200,SMITH  D.,-0.352,0.157
9,956,6,0,VERMONT,200,BRADLEY S.R,0.02,-0.264
9,8639,6,0,VERMONT,200,SMITH  I.,-0.045,-0.328
9,6625,40,0,VIRGINI,200,MOORE  A.,-0.427,-0.328
10,4433,1,0,CONNECT,1,HILLHOUSE J,0.818,-0.671
10,3678,1,0,CONNECT,1,GOODRICH C.,0.769,-0.233
10,10043,11,0,DELAWAR,1,WHITE  S.,0.587,0.184
10,524,11,0,DELAWAR,1,BAYARD J.A.,0.505,-0.316
10,6472,44,0,GEORGIA,200,MILLEDGE J.,-0.376,-0.366
10,2165,44,0,GEORGIA,200,CRAWFORD W.,-0.45,-0.893
10,7525,51,0,KENTUCK,200,POPE  J.,-0.064,0.219
10,9366,51,0,KENTUCK,200,THRUSTON B.,-0.045,0.38
10,8678,52,0,MARYLAN,200,SMITH  S.,-0.042,0.386
10,7792,52,0,MARYLAN,200,REED  P.,0.399,-0.123
10,7428,3,0,MASSACH,1,PICKERING T,0.636,-0.668
10,34,3,0,MASSACH,1,ADAMS  J.Q.,0.635,0.585
10,5726,3,0,MASSACH,1,LLOYD  J.,0.941,-0.307
10,3610,4,0,NEW HAM,200,GILMAN  N.,0.351,0.306
10,7200,4,0,NEW HAM,200,PARKER  N.,0.483,0.876
10,1974,12,0,NEW JER,200,CONDIT  J.,-0.536,0.211
10,5303,12,0,NEW JER,200,KITCHELL A.,-0.619,0.181
10,8647,13,0,NEW YOR,200,SMITH  J.,-0.237,0.007
10,6577,13,0,NEW YOR,200,MITCHILL S.,0.175,0.985
10,9517,47,0,NORTH C,200,TURNER  J.,-0.561,-0.829
10,3342,47,0,NORTH C,200,FRANKLIN J.,-0.334,-0.343
10,9380,24,0,OHIO,200,TIFFIN  E.,-0.418,0.169
10,6408,24,0,OHIO,200,MEIGS  R.J.,0.12,0.763
10,3805,14,0,PENNSYL,200,GREGG  A.,-0.103,0.203
10,5890,14,0,PENNSYL,200,MACLAY  S.,-0.333,-0.733
10,4656,5,0,RHODE I,200,HOWLAND  B.,-0.264,-0.202
10,6076,5,0,RHODE I,200,MATHEWSON E,0.035,0.21
10,3423,48,0,SOUTH C,200,GAILLARD J.,-0.381,-0.403
10,9088,48,0,SOUTH C,200,SUMTER  T.,-0.266,-0.918
10,8608,54,0,TENNESS,200,SMITH  D.,-0.352,0.157
10,174,54,0,TENNESS,200,ANDERSON J.,-0.353,0.006
10,956,6,0,VERMONT,200,BRADLEY S.R,0.057,-0.312
10,7985,6,0,VERMONT,200,ROBINSON J.,-0.574,0.424
10,3582,40,0,VIRGINI,200,GILES  W.B.,-0.04,0.35
10,6625,40,0,VIRGINI,200,MOORE  A.,-0.427,-0.328
11,3678,1,0,CONNECT,1,GOODRICH C.,0.769,-0.233
11,4433,1,0,CONNECT,1,HILLHOUSE J,0.904,-0.909
11,2316,1,0,CONNECT,1,DANA  S.W.,0.956,0.14
11,524,11,0,DELAWAR,1,BAYARD J.A.,0.487,-0.345
11,4586,11,0,DELAWAR,1,HORSEY  O.,0.835,-0.276
11,2165,44,0,GEORGIA,200,CRAWFORD W.,-0.45,-0.893
11,9157,44,0,GEORGIA,200,TAIT  C.,-0.489,-0.476
11,7525,51,0,KENTUCK,200,POPE  J.,-0.064,0.219
11,1810,51,0,KENTUCK,200,CLAY  H.,0.884,1.156
11,8678,52,0,MARYLAN,200,SMITH  S.,-0.052,0.377
11,7792,52,0,MARYLAN,200,REED  P.,0.399,-0.123
11,7428,3,0,MASSACH,1,PICKERING T,0.636,-0.668
11,5726,3,0,MASSACH,1,LLOYD  J.,0.783,-0.156
11,3610,4,0,NEW HAM,200,GILMAN  N.,0.459,0.294
11,7200,4,0,NEW HAM,200,PARKER  N.,0.483,0.876
11,2292,4,0,NEW HAM,200,CUTTS  C.,-0.454,0.169
11,5421,12,0,NEW JER,200,LAMBERT  J.,0.551,0.834
11,1974,12,0,NEW JER,200,CONDIT  J.,-0.551,0.166
11,8647,13,0,NEW YOR,200,SMITH  J.,-0.304,0.099
11,3539,13,0,NEW YOR,200,GERMAN  O.,0.659,0.752
11,3342,47,0,NORTH C,200,FRANKLIN J.,-0.406,-0.362
11,9517,47,0,NORTH C,200,TURNER  J.,-0.558,-0.831
11,6408,24,0,OHIO,200,MEIGS  R.J.,0.12,0.763
11,1442,24,0,OHIO,200,CAMPBELL A.,-0.289,0.081
11,10379,24,0,OHIO,200,WORTHINGTON,-0.365,-0.485
11,3805,14,0,PENNSYL,200,GREGG  A.,-0.103,0.203
11,5594,14,0,PENNSYL,200,LEIB  M.,-0.152,0.6
11,6076,5,0,RHODE I,200,MATHEWSON E,0.035,0.21
11,1633,5,0,RHODE I,1,CHAMPLIN C.,0.888,0.07
11,3423,48,0,SOUTH C,200,GAILLARD J.,-0.345,-0.397
11,9088,48,0,SOUTH C,200,SUMTER  T.,-0.176,-0.942
11,9216,48,0,SOUTH C,200,TAYLOR  J.,-0.438,-0.503
11,174,54,0,TENNESS,200,ANDERSON J.,-0.349,-0.093
11,10061,54,0,TENNESS,200,WHITESIDE J,-0.599,0.257
11,956,6,0,VERMONT,200,BRADLEY S.R,0.094,-0.361
11,7985,6,0,VERMONT,200,ROBINSON J.,-0.574,0.424
11,3582,40,0,VIRGINI,200,GILES  W.B.,-0.04,0.35
11,1007,40,0,VIRGINI,200,BRENT  R.,-0.55,0.007
12,3678,1,0,CONNECT,1,GOODRICH,0.769,-0.233
12,2316,1,0,CONNECT,1,DANA  S.W.,0.946,-0.106
12,4586,11,0,DELAWAR,1,HORSEY  O.,0.728,-0.197
12,524,11,0,DELAWAR,1,BAYARD  J.,0.47,-0.374
12,2165,44,0,GEORGIA,200,CRAWFORD,-0.45,-0.893
12,9157,44,0,GEORGIA,200,TAIT  C.,-0.438,-0.402
12,7525,51,0,KENTUCK,200,POPE  J.,-0.064,0.219
12,685,51,0,KENTUCK,200,BIBB  G.M.,-0.333,-0.996
12,5916,45,0,LOUISIA,200,MAGRUDER,-0.318,-0.311
12,7543,45,0,LOUISIA,200,POSEY  T.,-0.502,0.342
12,1111,45,0,LOUISIA,200,BROWN  J.,-0.066,-0.65
12,8678,52,0,MARYLAN,200,SMITH  S.,-0.062,0.367
12,7792,52,0,MARYLAN,200,REED  P.,0.399,-0.123
12,5726,3,0,MASSACH,1,LLOYD  J.,0.624,-0.005
12,9650,3,0,MASSACH,200,VARNUM  J.,-0.475,-0.88
12,2292,4,0,NEW HAM,200,CUTTS  C.,-0.454,0.169
12,3610,4,0,NEW HAM,200,GILMAN  N.,0.567,0.282
12,5421,12,0,NEW JER,200,LAMBERT  J.,0.551,0.834
12,1974,12,0,NEW JER,200,CONDIT  J.,-0.566,0.122
12,8647,13,0,NEW YOR,200,SMITH  J.,-0.371,0.192
12,3539,13,0,NEW YOR,200,GERMAN  O.,0.659,0.752
12,3342,47,0,NORTH C,200,FRANKLIN,-0.479,-0.381
12,9517,47,0,NORTH C,200,TURNER  J.,-0.554,-0.832
12,10379,24,0,OHIO,200,WORTHINGTON,-0.411,-0.362
12,1442,24,0,OHIO,200,CAMPBELL,-0.289,0.081
12,5594,14,0,PENNSYL,200,LEIB  M.,-0.152,0.6
12,3805,14,0,PENNSYL,200,GREGG  A.,-0.103,0.203
12,4651,5,0,RHODE I,200,HOWELL  J.,-0.385,0.356
12,4762,5,0,RHODE I,1,HUNTER  W.,0.765,-0.354
12,3423,48,0,SOUTH C,200,GAILLARD,-0.31,-0.39
12,9216,48,0,SOUTH C,200,TAYLOR  J.,-0.438,-0.503
12,174,54,0,TENNESS,200,ANDERSON,-0.344,-0.192
12,1448,54,0,TENNESS,200,CAMPBELL,-0.571,0.206
12,7985,6,0,VERMONT,200,ROBINSON,-0.574,0.424
12,956,6,0,VERMONT,200,BRADLEY  S.,0.131,-0.409
12,3582,40,0,VIRGINI,200,GILES  W.B.,-0.04,0.35
12,1007,40,0,VIRGINI,200,BRENT  R.,-0.55,0.007
13,2316,1,0,CONNECT,1,DANA  S.W.,0.936,-0.352
13,2296,1,0,CONNECT,1,DAGGETT  D.,0.588,-0.412
13,9947,11,0,DELAWAR,1,WELLS  W.H.,0.759,0.298
13,4586,11,0,DELAWAR,1,HORSEY  O.,0.62,-0.118
13,9157,44,0,GEORGIA,200,TAIT  C.,-0.387,-0.327
13,1230,44,0,GEORGIA,200,BULLOCH  W.,-0.555,0.783
13,686,44,0,GEORGIA,200,BIBB  W.W.,-0.632,-0.437
13,792,51,0,KENTUCK,200,BLEDSOE  J.,-0.35,-0.115
13,685,51,0,KENTUCK,200,BIBB  G.M.,-0.193,-0.992
13,9741,51,0,KENTUCK,200,WALKER  G.,-0.501,0.108
13,3377,45,0,LOUISIA,200,FROMENTIN,0.125,0.244
13,1111,45,0,LOUISIA,200,BROWN  J.,-0.067,-0.301
13,3655,52,0,MARYLAN,1,GOLDSBOROUG,0.776,-0.536
